100+-34ms_loss0.5_1.txt	271.56967150361936	1629.0	440.07055855520275	253.5	1956.8485992254648	1.0105	
30+-10ms_loss0.5_0_1.txt	538.3420944928439	5764.0	142.10665500517982	178.5	1970.1979954010887	1.0085000000000002	
50+-17ms_loss3_1_1.txt	247.8615877047922	1540.5	700.4957026028607	320.5	1854.9686485096736	1.0130000000000001	
70+-24ms_loss0.5_0_2.txt	348.52443722559894	2299.0	372.552928616921	218.5	1899.2482204002504	1.0115	
85+-29ms_loss3_1.txt	158.11852101804695	1026.0	1284.705930518381	197.5	2128.255984194758	1.015	
50+-17ms_loss0.5_0_2.txt	398.30342499507526	3029.0	235.14833429005967	328.5	1918.957729752489	1.0095	
30+-10ms_loss3_2_2.txt	369.04073046975077	2559.0	343.94047182620153	298.5	1894.052797256966	1.011	
70+-24ms_loss0.5_2_1.txt	339.8972904501727	2159.0	201.29223708525024	248.5	1833.3967608240782	1.011	
70+-24ms_loss3_0_1.txt	186.70778949659814	1145.0	1001.8989589166313	249.0	1983.3766398625885	1.014	
30+-10ms_loss0.5_2_2.txt	521.1802315831303	5599.0	183.51207996892668	358.5	1990.0346962042868	1.01	
85+-29ms_loss3_2.txt	165.36256117482955	966.5	1321.428461463107	123.5	2131.5523601516643	1.014	
30+-10ms_loss0.5_0_2.txt	522.1694014406112	5554.0	133.81058915515712	298.5	1984.3755959984867	1.0095	
85+-29ms_loss3_2_2.txt	138.74380599856522	986.0	3238.793543001615	163.0	2285.176723111179	1.022	
70+-24ms_loss1_1_2.txt	282.18165755847804	1704.0	514.6753349739167	273.5	1832.5272934035672	1.0115	
50+-17ms_loss1_1_1.txt	350.7711810848748	2239.0	230.2041421065407	268.5	1785.9185465249884	1.011	
100+-34ms_loss1_2.txt	185.75975979616408	1205.0	1156.8589131635053	321.5	1835.7677580253749	1.015	
100+-34ms_loss3_1.txt	108.23575014684926	891.0	2447.047870292292	132.5	2699.06987554986	1.021	
70+-24ms_loss1_2.txt	273.6989559513755	1669.0	367.01623243274287	313.5	1768.303603846244	1.0110000000000001	
70+-24ms_loss0.5_2_2.txt	339.06609898942673	2114.0	323.37606188788493	218.5	1820.126781312209	1.0105000000000002	
85+-29ms_loss3_1_1.txt	179.6049044060245	982.5	1308.1164847377365	94.5	2130.405899318926	1.0134999999999998	
100+-34ms_loss3_1_2.txt	120.77805362711781	888.0	2302.744890204639	133.5	2357.036981175861	1.0175	
30+-10ms_loss1_1.txt	423.2596393207599	3979.0	182.38782115060587	763.5	1962.0433212625578	1.0085000000000002	
85+-29ms_loss0.5_1.txt	297.4015884056789	1819.0	930.8709964744933	228.5	1874.3572055461962	1.0134999999999998	
85+-29ms_loss3_0_1.txt	175.0253974674722	972.5	639.0064324804969	133.0	1909.8943637714133	1.0125	
85+-29ms_loss0.5_0_1.txt	314.44057817088265	1999.0	393.0146319062752	308.5	1870.5044139587628	1.0105000000000002	
70+-24ms_loss0.5_1_1.txt	342.34261635129417	2169.0	314.9413602139857	218.5	1869.8548203321875	1.01	
50+-17ms_loss3_2_1.txt	263.7715307212124	1630.5	623.5747623725678	310.5	1843.287313472668	1.0125	
30+-10ms_loss3_2_1.txt	358.66414851044794	2440.5	329.88157585987886	220.5	1890.8121237649823	1.0105000000000002	
100+-34ms_loss3_0_2.txt	30.016121223646067	868.0	2123.279866127096	133.5	3918.2270261838644	1.0145	
50+-17ms_loss1_1_2.txt	349.8298868589619	2334.0	367.01623243274287	248.5	1905.415161527273	1.0105	
50+-17ms_loss0.5_2_2.txt	379.45398768520647	2864.0	274.6173981229148	398.5	1932.2888869920007	1.0110000000000001	
50+-17ms_loss3_1_2.txt	248.57633505712442	1544.0	575.5651220367882	338.5	1884.4076390601567	1.012	
70+-24ms_loss0.5_1.txt	335.6673125740004	2154.0	399.56664790262926	273.5	1899.5086888176136	1.0115	
30+-10ms_loss3_2.txt	355.35906100341083	2379.0	287.28780738057685	308.5	1909.7532111390128	1.011	
50+-17ms_loss3_0_2.txt	261.371061238316	1586.5	330.7181475447759	303.5	1863.6606802206397	1.0105	
30+-10ms_loss0.5_1_1.txt	529.6526856878479	5639.0	192.42183717856682	238.5	1980.7373373501125	1.0095	
70+-24ms_loss3_2_1.txt	185.6800519414494	1156.5	571.896321184495	308.5	1887.814536681238	1.0115	
100+-34ms_loss0.5_1_1.txt	276.0576422923447	1724.0	734.6648009915019	298.5	1868.3965901654574	1.012	
50+-17ms_loss3_2.txt	270.63654058388494	1649.0	500.77115603999516	298.5	1915.401281160448	1.0115	
70+-24ms_loss0.5_0_1.txt	338.0043404646808	2154.0	275.6607453938026	248.5	1898.4157515872864	1.011	
30+-10ms_loss1_2_2.txt	415.0422115642996	4204.0	183.51207996892668	1138.5	2014.159454279959	1.0125000000000002	
30+-10ms_loss0.5_1_2.txt	510.4194885540168	5464.0	178.5453082922898	418.5	1975.07959909948	1.0090000000000001	
