70+-24ms_loss1_1.txt	83.96450186113371	2034.6938775510205	3777.8063851126735	273.46938775510205	3763.002015404557	
85+-29ms_loss1_2_2.txt	101.38123440604879	1806.0	2172.4775941636112	204.0	3817.956622712739	
50+-17ms_loss3_2_2.txt	108.02394639789662	1893.8775510204082	2855.386590135178	136.73469387755102	3404.9211593719115	
85+-29ms_loss0.5_1.txt	85.71036242309364	1931.958762886598	4172.977327344265	258.7628865979381	2932.0367687186454	
85+-29ms_loss0.5_2_1.txt	110.8108239091769	2243.877551020408	4453.526784539144	344.8979591836735	3145.040343012206	
50+-17ms_loss0.5_0_1.txt	176.99707496404932	4396.0	2159.6389164440825	1224.0	3559.2078060743634	
70+-24ms_loss3_1.txt	97.2342476531968	996.0	500.3997073166923	84.0	2831.371984762217	
30+-10ms_loss0.5_1_2.txt	266.45702490330626	5669.0	186.82608851137027	128.0	2509.2170504268124	
70+-24ms_loss1_2_2.txt	129.1109607510341	2206.0	2331.535675535	244.0	3539.430594537499	
85+-29ms_loss3_0_1.txt	72.20108146499167	896.0	1156.4167371985009	84.0	3173.8540975111014	
85+-29ms_loss3_1_2.txt	85.60114195377574	966.0	924.8518520018501	74.0	3162.1558559767855	
30+-10ms_loss1_1.txt	234.6751974804832	5566.0	2475.450023223621	354.0	3181.8057309325204	
70+-24ms_loss1_0_2.txt	137.43893008030028	2156.0	1939.5211538377948	184.0	3582.3808976821624	
50+-17ms_loss0.5_1_2.txt	161.03497824138663	4318.0	2049.804248475964	1140.0	3521.998315885116	
100+-34ms_loss0.5_1_1.txt	102.5179575345452	2044.8979591836735	3658.7380403618954	253.0612244897959	3358.3801962712196	
100+-34ms_loss3_1_1.txt	68.8179609110922	911.0	1268.209478000172	94.0	3339.2930237165456	
85+-29ms_loss1_2.txt	132.40893120845993	2046.0	2445.4673616921673	174.0	3462.3027103755203	
70+-24ms_loss1_1_2.txt	134.29204744165838	1946.0	1659.3612222381803	174.0	3291.977807281006	
100+-34ms_loss3_2.txt	1.4711460688181606	879.5918367346939	3774.6534964987977	156.12244897959184	3897.6961409326095	
100+-34ms_loss1_0_1.txt	107.88857271439183	1416.0	1565.9300335226403	184.0	3043.8510812446953	
30+-10ms_loss0.5_1_1.txt	270.9121844896057	5686.0	167.95815245141168	114.0	2506.1057570548705	
85+-29ms_loss0.5_2_2.txt	146.11810148296667	2026.0	1486.1268275773527	174.0	3184.9687812007787	
70+-24ms_loss1_2.txt	95.21116847172595	1800.0	3190.3569429229033	212.24489795918367	3290.1900969147314	
50+-17ms_loss0.5_2_2.txt	200.40512346929887	4139.0	1739.1874472795052	551.0	3119.355765950907	
85+-29ms_loss3_1_1.txt	80.93942445493258	951.0	1044.8755253104905	84.0	3176.8743417518767	
70+-24ms_loss0.5_0_1.txt	105.67283034877948	2726.530612244898	3346.7467174473454	512.2448979591836	3705.5967258351857	
50+-17ms_loss0.5_2.txt	139.40352917545036	3688.0	2193.438171015754	1050.0	3735.1006562338343	
30+-10ms_loss0.5_2_1.txt	270.74672553041773	5686.0	177.44267635163447	114.0	2515.542858335609	
30+-10ms_loss0.5_0_2.txt	261.61145854287446	5669.0	451.0702847238366	128.0	2757.1056256653405	
50+-17ms_loss1_1_1.txt	188.37422444906642	2656.0	708.6235973375562	144.0	2784.775627727938	
70+-24ms_loss3_1_1.txt	84.76798578605639	1056.0	1669.9969138244169	124.0	3144.9358887842263	
85+-29ms_loss0.5_0_1.txt	124.50381489791764	2611.2244897959185	3542.6662884579655	426.53061224489795	3259.3887850689057	
70+-24ms_loss0.5_2_2.txt	178.06567266890698	2669.0	893.602282862191	368.0	2658.884536211019	
50+-17ms_loss1_0_2.txt	165.29373672975817	3119.0	1702.6730187580042	598.0	3446.816409221035	
50+-17ms_loss3_2_1.txt	142.0692751746929	1846.0	1966.0343618614666	124.0	2937.8036234523506	
70+-24ms_loss1_2_1.txt	155.05170070908383	2126.0	1214.9506135911338	204.0	3037.110990690631	
85+-29ms_loss3_2.txt	74.36967082206462	921.0	1047.4718824072165	94.0	3236.2318631528133	
50+-17ms_loss0.5_1.txt	119.39276515132723	4002.0408163265306	3223.1150886103555	930.6122448979592	3983.0392956531487	
100+-34ms_loss1_0_2.txt	95.01664175144049	1036.0	852.9436872379891	104.0	2918.5591551595508	
70+-24ms_loss0.5_1.txt	122.92088077775944	2867.6767676767677	2701.1956625964162	472.72727272727275	3769.5478651038234	
50+-17ms_loss3_0_1.txt	111.82922926990501	1866.0	2370.9763947722067	174.0	3705.6433501764327	
50+-17ms_loss0.5_1_1.txt	129.82482362720145	4255.0	2583.9705664951653	1296.0	4152.673701373861	
85+-29ms_loss3_2_2.txt	58.8119715426421	899.0	1601.7954830900144	74.0	3625.5657661347404	
30+-10ms_loss1_2_2.txt	234.57443206755957	5446.0	1575.1605081107218	474.0	3188.458667894901	
85+-29ms_loss1_2_1.txt	72.3224136346081	1646.938775510204	3344.6162197604413	222.44897959183675	3584.6850899973865	
70+-24ms_loss0.5_1_2.txt	153.8843664499674	2936.0	1829.87374916512	374.0	3799.398275540115	
30+-10ms_loss3_1_1.txt	198.57833868171218	3016.0	506.63988702318113	384.0	2692.4125193706905	
100+-34ms_loss3_0_1.txt	60.87289445035848	861.0	1359.7716150539427	84.0	3394.916395700631	
100+-34ms_loss1_1_2.txt	77.44873333256147	1447.9591836734694	3581.89917978907	222.44897959183675	3090.6787504821536	
30+-10ms_loss3_1_2.txt	163.8311552549974	2929.0	1709.8591901688724	258.0	3579.164468667903	
30+-10ms_loss1_0_2.txt	260.86547326893054	5666.0	924.5667901673603	174.0	2740.984077790095	
100+-34ms_loss3_2_1.txt	47.87722193499297	861.0	1880.8986103561251	94.0	3607.6313927534293	
30+-10ms_loss3_0_1.txt	190.90756117899247	2859.0	592.9371729733293	278.0	2673.101417693689	
50+-17ms_loss3_1_1.txt	107.45776371918535	1756.0	2395.0050358519466	154.0	3691.9774406175	
50+-17ms_loss1_2.txt	184.73491585221166	2816.0	1044.6151671997022	244.0	3039.4731752722	
85+-29ms_loss1_0_1.txt	89.55928494307949	1784.6938775510205	2965.5519332233794	215.30612244897958	3601.548586385836	
100+-34ms_loss0.5_0_1.txt	99.62781526504341	2106.122448979592	4164.872618408053	273.46938775510205	3478.6384948469386	
70+-24ms_loss0.5_2.txt	133.62972131732005	2876.530612244898	3196.1339270367016	398.9795918367347	3446.37575482974	
30+-10ms_loss1_1_2.txt	197.98829586874484	5356.0	2449.860528286978	714.0	3834.046589942475	
